"Page URL","Image URL HTTP status code","Image URL","Referring pages","Is in sitemap"
https://top-5-pct.replit.app/custom-apparel/group-wear/reunion-shirts,404,https://top-5-pct.replit.app/images/reunion-shirts/top5pct-reunion-group-wear.jpg,102,No
