"Page URL","Page HTTP status code","Referring pages","Is in sitemap"
https://top-5-pct.replit.app/vehicle-graphics/vehicle-graphics/automobile-graphics,404,1,No
https://top-5-pct.replit.app/stickers/stickers/standard-stickers-decals,404,1,No
https://top-5-pct.replit.app/vehicle-graphics/vehicle-graphics/vehicle-magnets,404,1,No
