"Page URL","Referring pages",Title,"Title length","Duplicate title"
https://top-5-pct.replit.app/storefront-preview/school-house-rock,15,"School House Rock | Powered by Top 5 Percent",44,Yes
https://top-5-pct.replit.app/storefront-preview/school-house-rock/product/custom-screen-print-t-shirt,1,"School House Rock | Powered by Top 5 Percent",44,Yes
https://top-5-pct.replit.app/storefront-preview/school-house-rock/product/glitter-htv-custom-shirt,1,"School House Rock | Powered by Top 5 Percent",44,Yes
https://top-5-pct.replit.app/storefront-preview/school-house-rock/product/family-reunion-custom-shirts,1,"School House Rock | Powered by Top 5 Percent",44,Yes
https://top-5-pct.replit.app/storefront-preview/school-house-rock/product/rhinestone-bling-custom-tee,1,"School House Rock | Powered by Top 5 Percent",44,Yes
https://top-5-pct.replit.app/storefront-preview/school-house-rock/terms,7,"School House Rock | Powered by Top 5 Percent",44,Yes
https://top-5-pct.replit.app/storefront-preview/school-house-rock/refund-policy,7,"School House Rock | Powered by Top 5 Percent",44,Yes
https://top-5-pct.replit.app/storefront-preview/school-house-rock/privacy,7,"School House Rock | Powered by Top 5 Percent",44,Yes
